Address,Price per month €,Capacity,Link
"Mespil Estate, Sussex Road, Ballsbridge, Dublin 4",2695,"3 bedrooms (2 double, 1 twin), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Mespil-Estate-Sussex-Road-Ballsbridge-Dublin-4/5177203/
"Apartment 163, Block A3, Dublin 7",1400,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-163-Block-A3-Dublin-7/5183458/
"Academy Building, Park West Pointe, Park West, Dub, Park West, Dublin 12",2600,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Academy-Building-Park-West-Pointe-Park-West-Dub-Park-West-Dublin-12/5064606/
"Flat 1, 10 Leinster Road, Rathmines, Dublin 6",1350,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Flat-1-10-Leinster-Road-Rathmines-Dublin-6/5182340/
"Apartment 4, 94a Drumcondra Road Upper, Drumcondra, Dublin 3",1350,studio apartment to rent,https://www.rent.ie/houses-to-let/Apartment-4-94a-Drumcondra-Road-Upper-Drumcondra-Dublin-3/5180835/
"Watermill Grove, Old Bawn, Tallaght, Dublin 24",700,studio apartment to rent,https://www.rent.ie/houses-to-let/Watermill-Grove-Old-Bawn-Tallaght-Dublin-24/4887747/
"Westland Square, Pearse Street, Dublin 2",2100,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Westland-Square-Pearse-Street-Dublin-2/5180793/
"Apartment 76, Burnell Green, Mayne River Street, Malahide, Co. Dublin",1406,"1 bedroom (1 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/Apartment-76-Burnell-Green-Mayne-River-Street-Malahide-Co-Dublin/5180795/
"Arran Quay Apartments, Hammond Lane, Dublin 7",1400,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Arran-Quay-Apartments-Hammond-Lane-Dublin-7/5180791/
"84 Ballsbridge Wood, Ballsbridge, Dublin 4",1975,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/84-Ballsbridge-Wood-Ballsbridge-Dublin-4/5180792/
"Quayside Quarter At Dublin Landings, North Wall Quay, Dublin 1",2325,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Quayside-Quarter-At-Dublin-Landings-North-Wall-Quay-Dublin-1/5180767/
"Apartment 2, Tyrone Place, Tyrone Court, Inchicore, Dublin 8",2235,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Apartment-2-Tyrone-Place-Tyrone-Court-Inchicore-Dublin-8/5178739/
"Parkgate Place, Dublin 8",1950,"2 bedrooms (2 double), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Parkgate-Place-Dublin-8/5178720/
"Goldsmith Street, Phibsborough, Dublin 7",1600,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Goldsmith-Street-Phibsborough-Dublin-7/5177214/
"Ellensborough Lodge, Kiltipper Road, Tallaght, Dublin 24",1650,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Ellensborough-Lodge-Kiltipper-Road-Tallaght-Dublin-24/5177209/
"Hill Of Down, Spencer Dock, Dublin 1",2250,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Hill-Of-Down-Spencer-Dock-Dublin-1/5176250/
"Sweepstakes, Ballsbridge, Dublin 4",2000,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Sweepstakes-Ballsbridge-Dublin-4/5176130/
"Waterville Terrace, Blanchardstown, Dublin 15",1800,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Waterville-Terrace-Blanchardstown-Dublin-15/5172629/
"Flat 3, 17 Gardiner Place, Dublin 1",1400,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Flat-3-17-Gardiner-Place-Dublin-1/5176236/
"Flat 10, 17 Gardiner Place, Dublin 1",1500,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Flat-10-17-Gardiner-Place-Dublin-1/5176233/
"Ballintyre Meadows, Ballinteer, Dublin 16",1900,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Ballintyre-Meadows-Ballinteer-Dublin-16/5172736/
"15 Block E Smithfield Market, Smithfield, Dublin 7",2100,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/15-Block-E-Smithfield-Market-Smithfield-Dublin-7/4978466/
"Blackhall Square, Smithfield, Dublin 1",1900,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Blackhall-Square-Smithfield-Dublin-1/5172569/
"Adelaide Square, Dublin 8",2400,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Adelaide-Square-Dublin-8/5172524/
"11 Abbeywood Crescent, Lucan, Co. Dublin",2000,"3 bedrooms (1 single, 1 double, 1 twin), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/11-Abbeywood-Crescent-Lucan-Co-Dublin/5172544/
"Palmerston Rd, Rathmines, Dublin 6",1100,studio apartment to rent,https://www.rent.ie/houses-to-let/Palmerston-Rd-Rathmines-Dublin-6/5171815/
"Castle Gate, Castle Street Dublin 2, Dublin 2",1350,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Castle-Gate-Castle-Street-Dublin-2-Dublin-2/5170323/
"Apartment 19, Virginia Hall, Belgard Square, Tallaght, Dublin 24",1800,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-19-Virginia-Hall-Belgard-Square-Tallaght-Dublin-24/5170318/
"North Great Georges Street, Dublin 1",2100,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/North-Great-Georges-Street-Dublin-1/5169153/
"Apartment 9, Palmerston Hall, Smithfield, Dublin 1",1425,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-9-Palmerston-Hall-Smithfield-Dublin-1/5169201/
"Shaw Court, Portobello, Dublin 8",2100,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Shaw-Court-Portobello-Dublin-8/5169189/
"Waterville Row, Blanchardstown, Blanchardstown, Dublin 15",2200,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Waterville-Row-Blanchardstown-Blanchardstown-Dublin-15/5169179/
"Windmere, Gilford Rd, Sandymount, Dublin 4",1780,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Windmere-Gilford-Rd-Sandymount-Dublin-4/5169181/
"Shaw Court, Portobello, Dublin 8",1850,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Shaw-Court-Portobello-Dublin-8/5169177/
"Holywell Green, Swords, Co. Dublin",2000,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Holywell-Green-Swords-Co-Dublin/5169159/
"Grianan Fidh, Aikens Village, Sandyford, Dublin 18",1950,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Grianan-Fidh-Aikens-Village-Sandyford-Dublin-18/5169176/
"St. Annes, Northbrook Road, Ranelagh, Dublin 6",1900,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/St-Annes-Northbrook-Road-Ranelagh-Dublin-6/5169161/
"Grosvenor Road, Rathgar, Dublin 6",2350,"3 bedrooms (3 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Grosvenor-Road-Rathgar-Dublin-6/5169098/
"Apartment 122, Block A4, Geraldstown Woods, Santry, Dublin 9",1300,"1 bedroom (1 twin), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-122-Block-A4-Geraldstown-Woods-Santry-Dublin-9/5168161/
"Russell Lawns, Tallaght, Dublin 24",2100,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Russell-Lawns-Tallaght-Dublin-24/5168165/
"32 Upper Gardiner Street, Dublin 1",1550,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/32-Upper-Gardiner-Street-Dublin-1/5168120/
"Apartment 10, The Northumberlands, Love Lane East, Dublin 2",2000,"2 bedrooms (1 double, 1 twin), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-10-The-Northumberlands-Love-Lane-East-Dublin-2/5166940/
"68 Pembroke Road, Ballsbridge, Dublin 4",1850,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/68-Pembroke-Road-Ballsbridge-Dublin-4/5007744/
"Fortunes Walk, Citywest, Co. Dublin, Citywest, Co. Dublin",1750,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Fortunes-Walk-Citywest-Co-Dublin-Citywest-Co-Dublin/5166903/
"1 Fortunestown Close, Tallaght, Dublin 24",900,studio apartment to rent,https://www.rent.ie/houses-to-let/1-Fortunestown-Close-Tallaght-Dublin-24/5165183/
"The Hibernian, The Gasworks, South Lotts Road, Dublin 4",2136,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Hibernian-The-Gasworks-South-Lotts-Road-Dublin-4/5165177/
"Wellington Road, Ballsbridge, Ballsbridge, Dublin 4",2100,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Wellington-Road-Ballsbridge-Ballsbridge-Dublin-4/5165150/
"Convent Hall, Mount Saint Anne's, Milltown, Dublin 6",1750,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Convent-Hall-Mount-Saint-Annes-Milltown-Dublin-6/5165158/
"Windmill Park, Clonsilla, Dublin 15",1450,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Windmill-Park-Clonsilla-Dublin-15/5165146/
"William Beckett House, Pembroke Row, Dublin 2",3400,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/William-Beckett-House-Pembroke-Row-Dublin-2/5161986/
"William Beckett House, Pembroke Row, Dublin 2",3200,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/William-Beckett-House-Pembroke-Row-Dublin-2/5161988/
"William Beckett House, Pembroke Row, Dublin 2",3800,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/William-Beckett-House-Pembroke-Row-Dublin-2/5162006/
"Alexander Walk, Adelaide Square, Whitefriar Street, Dublin 2",3080,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Alexander-Walk-Adelaide-Square-Whitefriar-Street-Dublin-2/5162001/
"Hanover Riverside, Grand Canal Dock, Dublin 2",3960,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Hanover-Riverside-Grand-Canal-Dock-Dublin-2/5161999/
"Alexander Walk, Adelaide Square, Dublin 2",3600,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Alexander-Walk-Adelaide-Square-Dublin-2/5161996/
"Alexander Walk, Adelaide Square, Dublin 2",3400,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Alexander-Walk-Adelaide-Square-Dublin-2/5161994/
"Adelaide Square, Whitefriar Street, Dublin 2",3960,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Adelaide-Square-Whitefriar-Street-Dublin-2/5161992/
"Stormanstown Road, Glasnevin, Glasnevin, Dublin 11",840,studio apartment to rent,https://www.rent.ie/houses-to-let/Stormanstown-Road-Glasnevin-Glasnevin-Dublin-11/5161890/
"62 Castlecurragh Heath, Mulhuddart, Co. Dublin",2500,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/62-Castlecurragh-Heath-Mulhuddart-Co-Dublin/5158571/
"12 Richmond Square Morningstar Avenue, Dublin 7",1595,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/12-Richmond-Square-Morningstar-Avenue-Dublin-7/5158326/
"Crossguns Quay, Phibsborough, Dublin 7",1300,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Crossguns-Quay-Phibsborough-Dublin-7/5158321/
"Moy Glas Chase, Lucan, Co. Dublin",2000,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Moy-Glas-Chase-Lucan-Co-Dublin/5154236/
"Healyâ€s Lane, Rush, Co. Dublin",2500,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Healyacirceuros-Lane-Rush-Co-Dublin/5153560/
"Waterville Terrace, Blanchardstown, Dublin 15",2450,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Waterville-Terrace-Blanchardstown-Dublin-15/5153519/
"2 The Park Larchill, Santry, Dublin 9",1800,"2 bedrooms (1 single, 1 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/2-The-Park-Larchill-Santry-Dublin-9/5153574/
"Earlscout Rathgar Terenure East Road, Terenure, Dublin 6",1900,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Earlscout-Rathgar-Terenure-East-Road-Terenure-Dublin-6/5153503/
"31 Whitworth Hall, Smithfield, Dublin 7",2700,"3 bedrooms (1 single, 2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/31-Whitworth-Hall-Smithfield-Dublin-7/5150287/
"Melfort, Newtownpark Avenue, Blackrock, Co. Dublin",3600,"4 bedrooms (4 double), 4 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Melfort-Newtownpark-Avenue-Blackrock-Co-Dublin/5145338/
"Apartment 17, 20 Christchurch Place, Dublin 8",1550,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-17-20-Christchurch-Place-Dublin-8/5144508/
"Apartment 5, 8 Parliament Street, Dublin 2",1950,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-5-8-Parliament-Street-Dublin-2/5143940/
"34 Orwell Gate, Marinella, Rathgar, Dublin 6",3100,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/34-Orwell-Gate-Marinella-Rathgar-Dublin-6/5143765/
"76 Marina Village ,malahide Marina, Malahide, Co. Dublin",1600,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/76-Marina-Village-malahide-Marina-Malahide-Co-Dublin/5143569/
"Temple Gardens, Santry, Dublin 9",1890,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Temple-Gardens-Santry-Dublin-9/5142963/
"46 Clarinda Park East, Dun Laoghaire, Co. Dublin",6750,"4 bedrooms (4 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/46-Clarinda-Park-East-Dun-Laoghaire-Co-Dublin/5135948/
"Ard Cluain Main Street Clonee, Clonee, Dublin 15",1800,"2 bedrooms (2 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Ard-Cluain-Main-Street-Clonee-Clonee-Dublin-15/5132894/
"Beresford House Custom House Quay Ifsc, IFSC, Dublin 1",2400,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Beresford-House-Custom-House-Quay-Ifsc-IFSC-Dublin-1/5132873/
"5 Gledswood Closeclonskeaghdublin 6, Clonskeagh, Dublin 14",3477,"4 bedrooms (1 single, 3 double), 3 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/5-Gledswood-Closeclonskeaghdublin-6-Clonskeagh-Dublin-14/5131996/
"Holywell Lane, Swords, Co. Dublin",1525,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Holywell-Lane-Swords-Co-Dublin/5131934/
"Millpond, The Millpond Road, Clondalkin, Dublin 22",1612,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Millpond-The-Millpond-Road-Clondalkin-Dublin-22/5131947/
"Herbert Mews, 22 Baggot Lane, Ballsbridge, Dublin 4",2100,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Herbert-Mews-22-Baggot-Lane-Ballsbridge-Dublin-4/5131936/
"Floraville, Sarsfield Road, Inchicore, Dublin 8",1495,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Floraville-Sarsfield-Road-Inchicore-Dublin-8/5131158/
"Apartment 3, 3 Lombard Street East, Dublin 2",2450,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-3-3-Lombard-Street-East-Dublin-2/5131152/
"Apartment 56, Pakenham House, IFSC, Dublin 1",3000,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-56-Pakenham-House-IFSC-Dublin-1/5129985/
"Aungier St, Dublin, Dublin 2",1700,"2 bedrooms (1 double, 1 twin), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Aungier-St-Dublin-Dublin-2/5129991/
"Moylaragh Crescent, Balbriggan, Co. Dublin",2100,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Moylaragh-Crescent-Balbriggan-Co-Dublin/5128775/
"Grange View Place, Clondalkin, Dublin 22",1600,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Grange-View-Place-Clondalkin-Dublin-22/5128767/
"Block K Castleforbes Square, IFSC, Dublin 1",2780,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Block-K-Castleforbes-Square-IFSC-Dublin-1/5128752/
"Flat 10, 256 North Circular Road, Dublin 7",1196,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Flat-10-256-North-Circular-Road-Dublin-7/5128735/
"Castlegrange Square, Clondalkin, Dublin 22, Clondalkin, Dublin 22",1550,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Castlegrange-Square-Clondalkin-Dublin-22-Clondalkin-Dublin-22/5128456/
"Block 7, Excise Walk, Clarion Quay, IFSC, Dublin 1",2200,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Block-7-Excise-Walk-Clarion-Quay-IFSC-Dublin-1/5127400/
"Myrtle Street, Dublin 7",1500,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Myrtle-Street-Dublin-7/5127399/
"Millrace Park, Saggart, Co. Dublin, Saggart, Co. Dublin",2000,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Millrace-Park-Saggart-Co-Dublin-Saggart-Co-Dublin/5127356/
"Grosvenor Square, Rathmines, Dublin 6",1400,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Grosvenor-Square-Rathmines-Dublin-6/5126216/
"St. Joseph's Court, Stoneybatter, Dublin 7",3200,"4 bedrooms (1 single, 3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/St-Josephs-Court-Stoneybatter-Dublin-7/5126176/
"74 North Strand Road, Dublin 3",1530,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/74-North-Strand-Road-Dublin-3/5126209/
"South William St, Dublin 2",1900,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/South-William-St-Dublin-2/5126197/
"Fully Refurbished/Furnished Apt in Heart of Dublin, Dublin 7",1558,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Fully-RefurbishedFurnished-Apt-in-Heart-of-Dublin-Dublin-7/5126163/
"Cubes 4, Beacon South Quarter, Sandyford, Dublin 18",2050,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Cubes-4-Beacon-South-Quarter-Sandyford-Dublin-18/5125581/
"Marlborough Court, Dublin 1",1500,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Marlborough-Court-Dublin-1/5125555/
"Bekett, 2 Crosthwaite Grove, Dun Laoghaire, Co. Dublin",9500,"5 bedrooms (5 double), 4 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Bekett-2-Crosthwaite-Grove-Dun-Laoghaire-Co-Dublin/5118519/
"171 The Richmond, North Brunswick Street, Stoneybatter, Dublin 7",1900,"2 bedrooms (1 double, 1 twin), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/171-The-Richmond-North-Brunswick-Street-Stoneybatter-Dublin-7/5119901/
"17a Longwood Avenue, South Circular Road, Portobello, Dublin 8",1545,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/17a-Longwood-Avenue-South-Circular-Road-Portobello-Dublin-8/5119882/
"North Circular Road, Stoneybatter, Dublin 7",1300,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/North-Circular-Road-Stoneybatter-Dublin-7/5118529/
"Longboat Quay South Apartments, Sandymount, Dublin 2",2200,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Longboat-Quay-South-Apartments-Sandymount-Dublin-2/5118504/
"Apt 92 Baileys Court, Summerhill, Dublin 1",1600,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apt-92-Baileys-Court-Summerhill-Dublin-1/5118498/
"Crosbies Yard Apartment, East Wall, Dublin 3",1550,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Crosbies-Yard-Apartment-East-Wall-Dublin-3/5118501/
"Citywest Golf Hotel, Garters Lane, Citywest, Co. Dublin",895,studio apartment to rent,https://www.rent.ie/houses-to-let/Citywest-Golf-Hotel-Garters-Lane-Citywest-Co-Dublin/5118500/
"Citywest Golf Hotel, Garters Lane, Citywest, Co. Dublin",3180,studio apartment to rent,https://www.rent.ie/houses-to-let/Citywest-Golf-Hotel-Garters-Lane-Citywest-Co-Dublin/5116977/
